: ﺍﮔﺮ به جاﯼ ﺩﺷﻤﻨﯽ ﺑﺎ امریڪاییها  ﺩﻭﺳﺘﺎﻧﻪ ﺑﻪ ﻫﺮ ﺧﺎﻧﻮﺍﺩه امریڪایی  ﯾﮏ ﭘﺮﺍﯾﺪ ﺩﺍﺩﻩ ﺑﻮﺩﯾﻢ ...  ﺗﺎ ﺣﺎﻻ ﻧﺴﻠﺸﻮﻥ ﻣﻨﻘﺮﺽ ﺷﺪﻩ ﺑﻮﺩ ...  #فامیل_دور,1
: انسان های خوب را بدلیل یک اتفاق بد از خود دور نکنید!  این دیوانگیست که  بخاطر خاری که شما را آزرده ، از تمام گل های سرخ متنفر باشید!,0
: دنیا پر است از آدم هایی به ظاهر زیبا که هر روز لباسی نو بر تن میکنند ولی نزدیکشان که میشوی بوی کهنگی عقایدشان آزارت میدهند.,0
:)) نقشه دست گالیور هم نبوده،دست عباس بوده.قیامها برا همین شکست میخورده چون مردم اونوری میرفتن و باید از این خیابون میومدند! )::: ترکیدم,1
""" ۹۰ درصد اینا که باور دارن چرا تو سریال به افغانیها توهین شده و این حرکت خیلی زشته اگه برای خودشون یا خواهرشون یا هر عزیزشون خواستگار افغان شریف و درس خونده بیاد رد میکن اینجا فقط دنبال لایک و دیده شدن نژادپرستی تو خونمونه هموطن "" ",0
""" آبگوشت یه خصوصیتی داره که بعد خوردنش اگه دو ساعت دیگه امتحان داشته باشی٬ هم زمان دو میلیارد بدهی داشته باشی و نزدیکترین دوست تصادف کرده باشه بیمارستان باشه میگی حالا یه کم بخوابم٬ بعد پا میشم بینم چه خاکی به سرم بریزم "" ",1
""" آقا اینکه میگن دخترا دوست دارن پسرا گردنشونو گاز بگیرن دروغه ناموسن . امروز تو خیابون گردن یه دخترو گاز گرفتم تا همین الان کلانتری بودیم ، آخرم خودمو زدم به عقب موندگی پریدم فرمانده کلانتری رو گاز بگیرم آزادم کردن "" ",1
""" ابهام درباره بانکی که آمریکا میگوید آن را تحریم کرده است ترامپ گفته تحت تحریم قرار گرفته است . عدهای میگویند منظور او بانک ملی ایران است و عدهای دیگر معتقدند منظور او بانک مرکزی ایران بوده است . بیانیه وزارت خزانهداری آمریکا هنوز منتشر نشده است . "" ",1
""" احتمال اينكه ما دراين هستي بيكران تنها باشيم ۱ در شصت ميليارد است . دانشمندان تخمين ميزند در كهكشان ما 30 هزار تمدن هوشمند وجود دارد و 20 درصد ستارها داري سياراتي حيات پذير هستند ولی با این وجود کسای مثه من هستن که هنوز سینگلن "" ",1
""" احتمالا چند روز دیگه خبرگزاریا خبر بزن که اون داستان حضرت ابراهیم و حضرت اسماعیل یه اشتباهی توش بوده و بعد از اینکه حضرت ابراهیم اومد سر اسماعیل رو بره یه کاهو بالای کوه سبز شد و قرار شد گیاهخوار بشن چون گوشت قرمز سرطانزاست "" ",1
""" احتمالا چینیا اومدن ایران گفتن گشنمونه یدونه ماهی بدید بخوریم ، مسئولینم گفتن نه ما معتقدیم به کسی که گرسنه ست نباید ماهی داد باید ماهیگیری یاد داد بیاید خودتون تو دریای عمان هرچی خواستید بگیرید "" ",1
""" اخبار رادیو پیام میگفت : خطرناکترین باکتری توی کاهو وجود داره ( نقل به مضمون ) جوری شده دیگه لازم نیست بری بازار بینی کدوم اجناس گرون شده ، کافیه اخبار صدا و سیما رو دنبال کنی و بینی از مضرات چه محصولی دارن صحبت میکن "" ",1
""" اخبار میگه ۳ هزار ایرانی رفتن روسیه که برای جبران ارز خارج شده باید ۱۴ هزار گردشگر بیشتر امسال بیان که این رقم با توجه به شرایط امکانپذیر نیست ! برای درک بهتر عمق بدبختی کشور ، بگم که ترکیه سالی ۴۰ میلیون توریست داره "" ",0
""" از آدمای صبور زندگیتون خیلی بترسید اینا دربرابر عصبانیتا ، نامهربونیا ، زخم زبوناو سردیاتون صبر وسکوت میکن میریزن تو خودشون چیزی نمیگن ، اما شما تو دل اونها تبدیل میشیدبه یه انسان مرده ویهو همه چیو رهامیکن ، به بی رحمانهترین شکل مکن . "" ",0
""" از فروشندگان شریفی که حتی در کنار خیابان با کارتخوان کار مشتریان را آسان کردهاند میخواهیم تکریم مشتری را به پزشکان تحصیلکردهای که هنوز کارتخوان ندارند آموزش دهند . فرار مالیاتی ناپسند است و به زحمت انداختن بیمار ناپسندتر ! "" ",0
""" از مسئولین تشکر میکنم که دلار رو به ۱ هزار تومن رسوندن تا ما قیمت ماشینهای خارجی و دستمزد فوتبالیستها و بازیگرا رو خواستیم به تومن حساب کنیم دیگه نیازی به ماشین حساب نداشته باشیم دمتون گرم که انقد به فکر ما هستید :| "" ",1
""" از مناطق سیلزده گلستان ، لرستان و خوزستان خبر میرسه که میزان کمکهای ارسالی نقدی و غیرنقدی تقریبا صفر شده . حقیقتا ما جو زدهایم . روزهای اول شروع حادثه ، احساسی میشیم و کمک میکنیم ، اما بعد ، حادثهدیدگان رو تنها میگذاریم "" ",0
""" از وقتی روحانی رئیس جمهور شده احساس میکنم خیلی مذهبیتر شدم . مثلا از سوپر مارکت میام بیرون میگم یا خدا . از قصابی میام بیرون میگم یا حسین . امروزم رفتم لنت ترمز بخرم یه قیمتی گفت که اومدم پشت ماشین نوشتم بیمه ابوالفضل . "" ",1
""" استقرار اورژانس در بازارهای خرید و فروش دلار ! استقرار اورژانس در منوچهری تهران ، ارگ مشهد ، بازار صرافان تبریز و . برای تسریع در امداد رسانی احتمالی به متضران از نوسانات دلار پیشبینی شده است دیگه داستان داره بالیودی میشه "" 😂 ",1
""" اطلاعیه فوری ستاد ملی امیدواری و تقویت امید و مبارزه با بحران نامیدی دولت اطلاعیه منتشر کرد اگر دلار 130 ، 0 ریالی ( سیزده هزار تومانی ) نامیدتان میکنه با فکر کردن به دلار 20 ، 0 ریالیتوانید همچنان امیدوار باشید "" ",1
""" اعتراف میکنم بچه که بودم پدر مادرم هر موقع حواسشون نبود جلو من حرف زشتی میزدن میگفتن \ "" فرانسوی حرف زدیم \ "" خلاصه اینطوری بود ک تو دبستان معلمون پرسید کسی زبون دیگهای بجز فارسی بلده ؟ منم هرچی کلمه فرانسوی بلد بودم گفتم :) "" ",1
""" افسر جلومو گرفت گفت اینجا سرعت قانونی هشتادتاست تو چرا صد و هشتادتا میرفتی ؟ گفتم نیچه میگه قوانین برای شکسته شدن ساخته شدن . گفت واقعا خردمندانه بود ولی خب الان پدر نیچه هم نمیتونه ماشینتو از پارکینگ دراره "" ",1
""" اگر از دست خانومتون ناراحتین به هیچ وجه باهش بد برخورد نکنین ، بی احترامی نکنین ، عصبانیتون رو کنترل کنین و بعد سوارش کنین برینش خونه مادرتون بعد با پدرتون برین استخر یه چند ساعتی تنها باشن با مادرشوهر و خواهرشوهر خودشون تنبیه میشن :) "" ",1
""" اگر طلا میخرین بخرین بازارو از دلار خالی میکنین بکنین ولی مواد غذای انبار نکنین تو بازار نیاز کاذب ایجاد میشه ، گرونی پیش میاد و سفرهی خانوادهای که توان اقتصادی پاینتری داره خالیتر میشه به حرف اینو اون هم گوش ندین . "" ",0
""" اگه دیدین براتون پیامی اهنگی چیزی فرستادیم و نوشتیم ( بخشید دستم خورد اومد برای تو ) شعور داشته باشید باهامون حرف بزنید ، وگرنه ما انقدرم فلج نیستیم دستمون بخوره براتون اهنگ بفرستیم ما فقط میخوایم باهاتون حرف بزنیم "" ",1
""" اگه گیم آف ترونز تو ایران میساختن سیدجواد هاشمی نقش جیمی لینستر بازی میکرد که شهید میشد نوید محمدزاده نقش برن استارک بازی میکرد که اعدام میشد آخر فیلم همه هم دیگه رو میگرفتن موزیک متن و تیتراژم که چاوشی میخوند "" ",1
""" اگه مسیر زندگی رو با اپلیکشن ویز میرفتیم خانومه اینجوری راهنمای میکرد : ادامه دهید ادامه دهید سرعت گیر ادامه دهید دست انداز چاله گشت چاه ادامه دهید دوربین گشت نامحسوس سرعت گیر چاله دست انداز چاه تونستی ادامه بده چاله تو چرا نمیمیری ؟ "" ",1
""" اگه یه روز صبح زود دیدین مامانتون داره جارو برقی میکشه ، باباتون صدای تلوزیون رو تا آخر بلند کرده ، همسایتون ماشین رو روشن کرده و صدای رادیوشم تا آخره و آبجیاتونم با هم دعواشون شده شک نکنین اون روز جمعه ست . "" ",1
""" الان میتونیم پسانداز کردن رو متوقف کنیم با پولهای که برای خرید خونه کنار گذاشتیم ماشین بخریم ، با پولی که برای خرید ماشین پسانداز کردیم گوشیمون رو عوض کنیم ، و با پولی که برای خرید گوشی نگه داشتیم چندتا کتاب بخریم . "" ",1
""" الان وضعیت اقتصادی جوریه که حتی وقتی میخوای یکم از فضای نا امیدی دوربشی داری واسه خودت شماعیزاده گوش میدی هم اونجا که میگه داماد مورد نظرش باید دو سه میلیونی اندوخته باشه یاد سقوط ارزش پول و تورم میفتی باز ناراحت میشی میزنی "" ",1
""" الان یه ویدیو دیدم از دختره تو مهدکودک پرسیدن چرا انقدر شما این پسره رو ماچ میکنین ؟ دختره گفت چون خوشگله . زمان ما هم دقیقا همینطور بود . همیشه بخاطر خوشگلیمون ماچمون میکردن حالا اینو هم کلاسیای دخترش ، مارو پیرمردای دم مدرسه . "" ",1
""" امروز 15 تیرماه روز \ "" خام خواری \ "" در ایران باستان است ، ایرانیان در این روز از غذاهای دارای گوشت وآنچه با آتش پخته میشد پرهیز میکردند . مسئولین ما نیز میخواهند با گرانی اجناس ، گذشتهی درخشان وجشنهای باستانیمان را زنده کند "" ",1
""" امروز آلبوم لاله زار رو کامل گوش دادم ، با اختلاف بدترین آلبوم تمام سالهای خواندگی ابی بود ترانهای بشدت ماشینی و شعاری ! تبریک میگم به یغما گلروی که تونست بعد از قمیشی یکی دیگه از اسطورهای موسیقی پاپ رو خراب کنه ! "" ",1
""" امروز پيامك دو گيگ اينترنت رايگان برام اومد . از وقتي فعالش كردم يه چيزي داره توي شكم لگد ميزنه . آقاي وزیر ، هرجا هستي اگه صداي منو ميشنوي بيا بچتو بر ، من نميتونم تنهای بزرگش كنم . بايد مسئوليت بچه رو قبول كني "" ",1
""" امروز تو اینستاگرام چالش گذاشتن که پیج نشنال جئوگرافی رو آنفالو کن واسه اعتراض به اینکه ایرانیها حق شرکت تو مسابقهای که به مناسبت صد ملیونی شدن پیجش گذاشته رو ندارن بعد همین امروز پیجش یک میلیون دیگه فالورش رفته بالا همین دیگه "" ",1
""" امروز دقیقا سالگرد ترک قلیونمه . برای دوستانی که میخوان از متدم استفاده کن بگم روش ترکم اینجوری بود که هفته اول ترک سه نخ سیگار کشیدم هفته دوم یه بسته الان رسیدم به روزی ۴ بسته سیگار ولی خدارو شکر قلیونو ترک کردم "" ",1
""" امروز روز ادم هایه که هیچ وقت توی عکسها دیده نمیشن و جاشون همیشه پشت لنز دوربینه روز ادم هایه که دنیا رو از زاویه دیگری میبیند و برای بقیه دنیای رو از دریچه جدیدی به نمایش میگذارند این روز رو به همه عکاسها تبریک میگم . "" ",0
""" امروز هفتمین روز انتخاب پرویز مظلومی بعنوان سخنگوی کمیته فنی استقلاله و ایشون در این مدت هفتاد بار مصاحبه کرده ! پرویز خان یکساعت از پشت اون تریبون بیا کنار شاید یه راهکار فنی برای صعود تیم به رتبهای بالاتر جدول به ذهنت رسید "" ",1
""" امسال حدود ۱۵۰ نفر در تصادفات جادهای کشته شدن باینکه حادثه سقوط هواپیمای تهران یاسوج فاجعه وحشتناکی بود ، اما فکرشو بکنید هر دو روز یک هواپیما با ۸ سرنشین در جادهای کشور سقوط میکنه ! . سفرهای نوروزی نزدیکه بیش از حد احتیاط کنید "" 😑 ",0
""" امشب چهارشنبه سوریه پلیس تو خیابونا زیاد میشن هوای اون سربازی که مادرش چشم انتظارشه رو داشته باشیم هوای اون خانمی که بارداره رو داشته باشیم هوای پیرمردا و پيرزنامون داشته باشیم هوای خودمونو داشته باشیم مراقب باشیم برا شادی ما کسی داغدار نشه "" 🙏 ",0
""" انسانها آزادند آزادند یکبار اشتباه بکند آزادند وارد رابطه اشتباه بشوند آزادند از رابطه اشتباه خارج بشوند آزادند رابطه جدید را شروع کند ولی آزاد نیستند چون کسی از رابطه باهاشون خارج شد با تحریک دوستانش باعث فحش خوردن طرف بشن "" ",0
""" انگلیسیها انگار تو بعضی موارد شوخی سرشون نمیشه ! دیوید بکام دیروز بابت استفاده از موبایل در هنگام راندگی به دادگاه رفت و برای ۶ ماه از راندگی محروم شد و ۷۵۰ پوند جریمه شد و ۱۷۵ پوند هم برای هزینهای دادگاه باید پرداخت کنه "" ",0
""" اوضاع کنونی کشور اثبات کرد که سفر در زمان کاملا امکان پذیره مثلا من الان حس میکنم دقیقا دورهی قاجارم و زمان قحطی و اینا چند وقت دیگه که پول رفتن به ارایشگاهم نداشتیم همون میشیم شبیه همون دخترای زمان قاجار دست مسئولین درد نکنه . "" ",1
""" اون زمان که کتونی قرمز دوس داشتم ، نداشتمش یا وقتی که دلم یه عالمه رنگ و مداد میخواست بازم نداشتمش هرچیزی به جا و به وقتشه که اگه داشته باشیش شادت میکنه الان همون خیلی چیزای رو داریم که قبلا آرزومون بوده اما دیگه خوشحالمون نمیکن "" ",0
""" اونی که گفته ایرانیها عصبانیترین مردم جهان هستن احتمالا آخر هفته آمار گرفته بوده که مردم یه مقدار آروم بودن و جوابش رو دادن وگرنه اگه ساعت ۷ صبح میرفت از مردم سوال میپرسید نفر اول میزد میکشتش و اصلا کار به اعلام نتیجه نمیرسید "" ",1
""" اين ورزش زومبا هم خيلى جالبه ، فقط ميان يه آهنگ شاد ميذارن ، بعد يه ساعت باسناشونو ميلرزون داد ميزن ، بعدم به هم ميگن خسته نباشيد ميرن خونشون ، بعد ما اونور يه دمبل ميذاريم رو كولمون ميدويم دور سالن داد ميزنيم ابلفضل . "" ",1
""" ايندفعه مدير شبكه نمايش به مسئول كنداكتور بگه تروي رو پخش كن يارو ميگه حاجي تروي رو اينهفته سه بار پخش كرديم ، كلا ميشه ٣ بار اين ماه . بذار من فيلم نامزدي خودمو ميزارم اوكي تره ، فقط خودم و خانوم يكي دوبار ديديمش . جديده "" ",1
""" اينستاگرام ميخواد زمان ويدئوهارو يك ساعته كنه و ما از فردا شاهد دابسمش كامل سريال نود قسمتى شبهاى بره ، كليپهاى طنز با فيلمنامه هاى قوى ، انيميشن هاى انتقادى با تبليغات نيم ساعته ، آناليز مسابقات فوتبال و در كل حجم بيشتر دريافت مزخرفات خواهيم بود "" ",1
""" ايوب نبى آخراى داستانش ميگه \ "" أَنِّي مَسَّنِيَ الضُّرُّ وَ أَنتَ أَرْحَمُ الرَّاحِمِينَ \ "" من رنج ميكشم در حاليكه تو مهربان ترين مهربانانى . اون درحاليكه كنايه سنگينيه ، بله بزرگ متعال ، ما رنج ميكشيم درحاليكه تو مهربانترين مهربانانى . "" ",0
""" ایرانسل و همراه اول یهو حجم شبانه بستهای اینترنتشون رو حذف کردن بدون اینکه قیمت بستها رو بیارن پاین ، میترسم چند وقت دیگه حجم روزانه بسته هاشون رو هم حذف کن و قیمتو تغیر ندن ، اینجوری که کلا حجم ندن ولی بسته اینترنت بفروشن "" ",1
""" این امارات هم دیونهس رفته ۸۰ میلیون دلار پول بیزبون رو خوابونده باهاش نیروگاه خورشیدی بسازه ، مرد حسابی یه برنامه خاموشی بذار تو کانال تلگرامت روزی دو ساعت برق هر منطقه رو قطع کن نیاز به این خرجا و کارا نداری "" ",1
""" این بانکه وقتی اس ام اس برداشت میاد زیرش لینک دانلود یه پیام رسان داخلی رو هم میفرسته میگه عضوش شو . بابا شما تبلیغاتم بلد نیستید ، وقتی اس ام اس برداشت میاد انسان در غمگینترین حالت مکنه نمیتونی همچین چیزیو بهش فرو کنی "" ",1
""" این پولدارا که عکسشونو میزارن اینستا بزارن ما مشکلی نداریم چرا زیرش نصیحت میکن دیگه یارو تازه سر از تخم دراورده با پورش عکس گذاشته نوشته همیشه مث گرگ با مشکلات بجنگ من شرط میبندم تَهِ مشکلاش باز کردن در شیشه خیارشور بوده . "" ",1
""" این پیرمرد دوتارشو برداشته با پسرش از محله علی آباد قوچان راه افتادن لندن و پاریس وهلندو . حاضران در سالن چند دقیقه ایستاده تشویقشکردند . سماع و طرب را به چشم خویش بینید . موسیقی مقامی خراسان یکی از فاخرترین سبکهای موسیقی است "" ",0
""" این حافظه ماهیها ۸ ثانیهست رو خود ماهیها ابداع کردند تا شما بدون هیچ فشاری رازهاتون رو جلوی اونها برملا کنید . اونا جاسوسان و اون رازها رو در ازای مبلغ کمی میفروشن . کی به موجودی با حافظه ۸ ثانیهای شک میکنه ؟ هیچکس . "" ",1
""" این سوپرمارکتی سر کوچمون هم خیلی بامزهست . مثلا زنگ میزنی میگی یه سرکه و یه شکلات تختهای بیاره . بزرگترین و گرونترین سرکهی بالزامیک و شکلات یک کیلوی قنادیشو میفرسته . واقعا این کمال طلبی و تو پاچه کردنش رو دوست دارم "" ",1
""" این سیل و حوادث طبیعی نیست ، دست رنج سالها تلاش مسئولین مدبر در راستای تخریب جنگلها ، زمین خواری ، سد سازی غیر اصولی و توکل بر خدا در مواقع بحران هستش این میشه که چند ساعت بارندگی باعث میشه همچین چیزای عجیبی بینیم "" ",1
""" این قدر نگیداصفهانیها بد آدرس میدن . ما میخوایم با جاهای دیگه شهرمونم آشنا بشید حالا یا حتی کشور . مثلا امروز یکی پرسید اینجا اصفهانه گفتم نه اون جاده رو مستقیم برو . ان شا اله دیگه تا فردا بندر عباسه . اونجام قشنگه . "" ",1
""" این مدلا هم خیلی گناه دارن مثلا میری با یه کفش چهار هزار دلاری و یه شلوار و پیراهن دوهزارتای کلوین کلن عکساتو میگیری بعد همشو ازت میگیرن با شلوار کردی و دمپای ابری و زیرپیرهنی مشکی و سیجی ۱۲۵ میفرستنت خونه . "" ",1
""" این نفتکشها چرا انقدر بی سر و صاحابن ؟ مثلا میگن نفتکش بریتانیای که تحت مالکیت یه کمپانی سوئدیست تحت پرچم استرالیا از عربستان نفت میبرده برای مالزی . خب معلومه که سپاه جلوش رو میگیره بینه پدر و مادر این بچه کیه بالاخره . "" ",1
""" این ویدئو که گزارش تحقیقی تحسین برانگیز یک خبرنگار و افشای جزئیات عجیبی از قاچاق سوخت است را بینید . حیرت آور است که در روز روشن این گونه با روشهای مختلف روزانه میلیونها لیتر به سرمایه کشور ضربه واردشود و آب از آب تکانخورد "" ",0
""" اینجوری که قیمت خودرو داره میره بالا ، تا چند وقت دیگه برای تأمین هزینه تعمیرات و بیمه ماشینمون مجبور میشیم قطعاتشو بفروشیم خرج خودش کنیم ، یهو تو خیابون میبینیم یه ماشین بدنه و موتور نداره و رانده داره پا میزنه تا حرکت کنه "" ",1
""" اینستاگرام دیگه شبکه مجازی نیست ، قشنگ میشه از استوریا وضعیت آب و هوای کشورو حدس زد . الان یه جاهای تو اینستاگرام برفی با بادهای موسمی همراه با گردو غباره که این توده هوای سرد به سمت شرق اینستاگرام در حال حرکته "" ",1
""" اینقدر مطلب در مورد پرسپولیس فرستادیم تو گروه خانوادگی خالم شاکی شد نوشت همش فوتبال فوتبال ، دیوانهمون کردید ، ول کنید دیگه . شوهر خالم ریپلای کرد آخه ول کنم به چشات اتصالی کرده :) بالاخره بعد سی سال ما یه تیکه بامزه از این مرد شنیدیم "" ",1
""" اینکه ما تو لیست پراسترسترین کشورهای سال ۲۰۱۸ در عین شایستگی فقط رتبه پنجم رو داریم اصلا مناسبمون نیست و امیدوارم با تلاش مسئولین در خصوص افزایش قیمتها و ایجاد مشکلات جدید در حوزه کاهش رفاه ملت در سال ۲۰۱۹ به صدر جدول برسیم . "" ",1
""" اینکه میبینی و هیچکاری ازت برنمیاد خیلی بده ، قیمت دلارو میبینم و هیچکاری ازم بر نمیاد . میبینم فقیرتر میشم و هیچکاری ازم برنمیاد . میبینم حقمو میخورن و هیچکاری ازم برنمیاد . میبینم نیستی وهیچکاری ازم برنمیاد . "" ",0
""" با رفیقم داشتیم از جلوی دانشگاه سابقش رد میشدیم گفت یادش بخیر یه زمانی اینجا درس میخوندیم . آخه بيچاره تو بخاطر اینکه زیاد مشروط شدی از دانشگاه اخراج شدی . نهایتا بتونی بگی یادش بخیر ، یه زمانی اینجا درس نمیخوندم "" ",1
""" با همکارم تو خیابون قدم میزدیم ، با مادربزرگش روبرو شدیم ، بعد احوالپرسی گفت : دلم لک زده واسه آمریکا و آلمان ! گفتم : فکر نمیکردم مامان بزرگت اینقدر اهل خارج رفتن باشه ! خندید و گفت : منظورش آرمیتا و آرمان ، بچه هامن "" 😂 ",1
""" بابا پول میخوام موبایل میخوام میخوام برم مسافرت پول بده لباس ندارم برای دانشگاه پول میخوام بابا بابا . چرا برا یبارم شده نمیگیم بابا همین که هستی برام کافیه . بودن در کنار تو برای من یک دنیاست ! برای سلامتی پدرها هر روز دعا کنیم مگید "" ",0
""" بابام دریچه کولر رو یه جوری تنظیم میکنه که هر جای اتاق بشینی بهت باد نمیخوره ولی صدا کار کردن کولر رو میشنوی مطمئنم آخر تابستون میره از تو کانال کولر یه دستگاه پخش و دو تا باند در میاره میفهمیم فقط صدای ضبط شده بوده ژنرا "" ",1
""" بابام میگفت قدیما مردم همه جوره هوای همو داشتن . اگه یه جون توی یه محل میمرد کل محل عزادار میشدن . همسایها مثل خانواده بودن ، اما الان چی . بزرگترین بدبختی ما مردم اینه که اصلا دیگه حامی هم نیستیم که نیستیم "" ",0
""" بابام هر موقع منو میبینه از خنده ریسه میره ، ازش پرسیدم آخه چرا میخندی ؟ گفت شکسپیر گفته خندیدن به اشتباهتان میتواند عمرتان را طولانی کند . حالا اگه من بهش بگم چرا پدربزرگ 120 سال عمر کرد ، میگه به عموت میخندید :/ "" ",1
""" باورتون میشه ماشینهای متوقف شده تو پارکینگ شرکتهای خودروسازی بدلیل کمبود قطعاتی مثل سنسور دنده عقب و ساعت روی داشبورد انبار شدن و بعد از افزایش قیمت یکدفعه مشکلشون رفع میشه و وارد بازار میشن ! از ترس خودروساز پناه میبرم به دلال "" ",0
""" باید یه دونه اسپری موقتی از اونا که داورها دارن بخرم ، هر وقت خواستم از عابربانک پول بگیرم نیم متر عقبتر یه خط رو زمین بکشم تا نفر بعدی بدونه کجا باید وایسه و از پشت بغلم نکنه شاید اینجوری به حریم شخصیم احترام بذارن "" ",1
""" بچه فامیلمون اومده میگه عمران آزاد تهران بهتره یا نقشه کشی دولتی شهرستان میگم سوپر مارکتون رو ادامه بده به جای میرسی باز ، میگه اخه درس پوله بیشتری داره . نمیدونم چرا نمیفهمه با فوق لیسانس عمران دانشگاه دولتی بیکار داره مشورت میکنه ! "" ",1
""" بچه که بودم وقتی برام چتر میخریدن دیگه بارون نمیگرفت ، وقتی کفش نو میخریدن دیگه مهمونی نمیرفتیم ، وقتی مشقامو مینوشتم معلم مشقارو نمیدید ، این روزام تا وقتی حالم خوبه دورم شلوغه وقتی به دوستام نیاز دارم دوستام غیب میشن و دیگه نیستن ! "" ",0
""" بچها ترامپ تاجره میشه باهاش معامله کرد . یکیتون به شمارهای که اعلام کرده اس ام اس بده بگه من یه چوپانم تو فلان روستا یه گنج پیدا کردم نمیدونم چیکارکنم بیا نصف نصف . شمارتم استخاره کردم از توی قرآنِ سفارت سویس دراوردم "" ",1
""" بحث جلب توجه ایرانی و خارجی نمیشناسه . جیمی جامپ بازی لیورپول و تاتنهام گفته بعد بازی بازیکنای لیورپول به من پیشنهاد دوستی دادن من رد کردم . آدم یاد دخترای میافته که یه خواستگار دکتر داشتن ولی رد کردن تا شاطر نونوای باهاشون ازدواج کنه "" ",1
""" بدبختی تو اون نظرسنجی بهترین گلر جام هم از دروازهبان عربستان باختیم حالا هیچی نداریم بهش افتخار کنیم ، کاش حداقل سردار آزمون اون صحنه آخر محکمتر تو گوش بازیکن ژاپن میزد میگفتیم درسته قهرمان نشدیم ولی محکمترین سیلی جام رو ما زدیم "" ",1
""" برا خدمت مادر نذر کرد بیوفتم اصفهان , دوره کد خوردم بندر گفتم مکنه باز جابجا بشم گفت خب دعا میکنم بیافتی اصفهان . تقسیم شدیم منطقه عملیاتی خلیج فارس تو قایق زنگ زدم گفتم دارم میرم جزیره فقط یه ذره دیگه دعا کنی خارجم "" ",1
""" براي اينكه بدونيد گرون شدن دلار چه تاثيري رو بازار داره ، دو قلم داروي خارجي رو مثال ميزنم شربت امگا ٣ خارجي تو اسفند ٧٠ هزار تومن بود الان ١٢٠هزار قرص تريپل فلكس تو اسفند جعبه اي ٧ هزار تومن بود الان ١٠ هزار "" ",0
""" برای پاین آوردن قیمت پیاز پیشنهادم به ریاست محترم دانشگاه صنعتی شریف اینه که دانشجوها رو بفرستن خونهاشون و به جاش تو دانشگاه پیاز بکارن تا هم قیمت پیاز کنترل شه هم بالاخره یه سودی از گنده گوزای این دانشگاه به مردم برسه "" ",1
""" بزرگترین تفریح ایرانیان باستان در روزهای تعطیل خرید و فروش اجناس دست دومشون بوده و پس از گذشت سالها الان بعضی از نوادگانشون صبح زود روزهای تعطیل با وانت در شهر بدنبال خریدن اثاثیه منزل و ضایعاتن ولی برای خود و اجدادشان فحش میخرند "" ",1
""" بسمه تعالی دوست گرامی آقا / خانم . با عنایت به گرانی سیگار ( وینستون لایت ۱۰ هزار تومان ) خواهشمند است درخواست سیگار نفرموده و در صورت موافقت با ارائه سیگار به جنابعالی آن را چوسدود نفرماید . انجمن حامیان سیگاریان تحت فشار تورم "" ",1
